"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000129","Provisioning Center - License","Green House of Walled Lake","103 E Walled Lake DR, Walled Lake MI 48390","10/18/2026","Active","Approved","Public Documents Available",
"PC-000154","Provisioning Center - License","The Patient Station","539 South Huron ST, Ypsilanti MI 48197","10/18/2024","Closed","Approved","Public Documents Available",
"PC-000079","Provisioning Center - License","Utopia Gardens LLC","6541 E Lafayette ST, Detroit MI 48207","10/18/2024","Closed","Approved","Public Documents Available",
"PC-000063","Provisioning Center - License","Amplified Alternative Relief","19705 West Seven Mile RD, Detroit MI 48219","10/18/2024","Closed - Suspended","Approved","Public Documents Available",
"PC-000106","Provisioning Center - License","Five Star Relief, Inc.","9286 N Saginaw, Mt Morris MI 48458","10/18/2019","Closed",,,
"PC-000111","Provisioning Center - License","Amazing Budz, LLC","1301 S Main ST, Adrian MI 49221","10/18/2025","Active - Late Renewal","Approved","Public Documents Available",
"PC-000144","Provisioning Center - License","The Green Mile Detroit","6650 East 8 Mile RD, Detroit MI 48234","10/18/2024","Closed","Approved","Public Documents Available",
"PC-000142","Provisioning Center - License","Compassionate Care By Design","401 N Sage ST, Kalamazoo MI 49006","10/18/2022","Closed","Approved",,
"PC-000064","Provisioning Center - License","Exclusive Ann Arbor","3820 Varsity DR, Ann Arbor MI 48108","09/10/2025","Closed","Approved","Public Documents Available",
"PC-000123","Provisioning Center - License","Mission Ann Arbor","111 South Main ST Suite 1, Ann Arbor MI 48104","09/10/2024","Closed","Approved",,
"PC-000032","Provisioning Center - License","1st Quality Medz","286 Burke ST, River Rouge MI 48218","09/10/2022","Closed","Approved","Public Documents Available",
"PC-000139","Provisioning Center - License","Breedsville Provision Center, LLC","77 East Main ST, Breedsville MI 49027","09/10/2022","Closed - Suspended","Approved","Public Documents Available",
"PC-000031","Provisioning Center - License","Elite Wellness","3389 South Huron RD Suite 3, Bay City MI 48706","09/10/2021","Closed",,"Public Documents Available",
"PC-000128","Provisioning Center - License","Green Planet Patient Collective","700 Tappan AVE, Ann Arbor MI 48104","09/10/2023","Closed","Approved","Public Documents Available",
"PC-000055","Provisioning Center - License","The Station Provisioning Center, LLC","302 E Huron Ave, Vassar MI 48768","09/10/2019","Closed",,,
"PC-000024","Provisioning Center - License","THC Detroit","19533 West Warren AVE, Detroit MI 48228","09/10/2024","Closed","Approved","Public Documents Available",
"PC-000086","Provisioning Center - License","Motor City Kush Detroit","10 East 8 Mile RD, Detroit MI 48203","09/10/2023","Closed","Approved",,
"PC-000008","Provisioning Center - License","Bloom City Club","423 Miller AVE, Ann Arbor MI 48103","09/10/2026","Active","Approved",,
"PC-000033","Provisioning Center - License","Humblebee Products, LLC","6974 Ausable ST, Frederic MI 49733","09/10/2022","Closed",,,
"PC-000118","Provisioning Center - License","Choice Lab","6031 Ann Arbor RD, Jackson MI 49201","08/09/2020","Closed",,"Public Documents Available",
"PC-000006","Provisioning Center - License","Choice Labs, LLC","3331 Page AVE, Jackson MI 49203","08/09/2026","Active","Approved","Public Documents Available",
"PC-000057","Provisioning Center - License","Arbors Wellness","321 East Liberty ST, Ann Arbor MI 48104","07/12/2023","Closed","Approved",,
"PC-000054","Provisioning Center - License","5 & Dime","20561 Dwyer ST, Detroit MI 48234","08/19/2019","Closed",,,
"PC-000098","Provisioning Center - License","3Fifteen","21221 West 8 Mile RD, Detroit MI 48219","08/09/2023","Closed","Approved","Public Documents Available",
"PC-000099","Provisioning Center - License","3 Fifteen","20580 Hoover ST, Detroit MI 48205","08/09/2023","Closed","Approved","Public Documents Available",
"PC-000100","Provisioning Center - License","3 Fifteen","15308 E 8 Mile RD, Detroit MI 48205","08/09/2023","Closed","Approved","Public Documents Available",
"PC-000092","Provisioning Center - License","Bigfoot Wellness","4045 East Court ST, Burton MI 48509","08/09/2022","Closed","Approved",,
