record_number,record_type,business_name,address,expiration_date,status,notes,disciplinary_action,Unnamed: 8,program_type,license_category,license_class,source_file,home_delivery,latitude,longitude,geocode_status,geocode_precision,geocode_source
GR-C-000527,Class C Grower – License,Green Mitten Agricultural Corporation,"34041 County Road 681, Bangor MI 49013",06/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.366632,-86.1098631,success,address,nominatim
GR-C-000428,Class C Grower – License,"High Mountain, LLC","6824 Sheridan RD, Vassar MI 48768",06/29/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.3290653,-83.4815367,success,address,nominatim
GR-C-000520,Class C Grower – License,"Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703",06/29/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0662881,-83.7459631,success,address,nominatim
GR-C-000521,Class C Grower – License,"Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703",06/29/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0662881,-83.7459631,success,address,nominatim
GR-C-000519,Class C Grower – License,"Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703",06/29/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0662881,-83.7459631,success,address,nominatim
GR-C-000514,Class C Grower – License,"Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703",06/29/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0662881,-83.7459631,success,address,nominatim
GR-C-000255,Class C Grower – License,Great Lakes Agro LLC,"2836 S Huron RD, Kawkawlin MI 48631",03/04/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.6523834,-83.9435305,success,address,nominatim
GR-C-000522,Class C Grower – License,Green Mitten Agricultural Corporation,"34041 County Road 681, Bangor MI 49013",06/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.366632,-86.1098631,success,address,nominatim
GR-C-000528,Class C Grower – License,Green Mitten Agricultural Corporation,"34041 County Road 681, Bangor MI 49013",06/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.366632,-86.1098631,success,address,nominatim
GR-C-000529,Class C Grower – License,Green Mitten Agricultural Corporation,"34041 County Road 681, Bangor MI 49013",06/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.366632,-86.1098631,success,address,nominatim
GR-C-000149,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000148,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000147,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000146,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000145,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000144,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000142,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000143,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000446,Class C Grower – License,"OakPharma, LLC","1750 E South ST, Owosso MI 48867",06/19/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.9830442,-84.1533805,success,address,nominatim
GR-C-000427,Class C Grower – License,Superior Selections,"106 E. Smith ST Unit C, Iron Mountain MI 49801",06/17/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,45.820233,-88.06596,success,address,photon
GR-C-000476,Class C Grower – License,Goldkine,"14401 Frazho RD, Warren MI 48089",05/28/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4862857,-82.9769937,success,address,nominatim
GR-C-000483,Class C Grower – License,"Demeter Group, LLC","186 West Howard ST, Breedsville MI 49027",05/11/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.34768461010884,-86.07513100919205,success,address,photon
GR-C-000498,Class C Grower – License,Helios-Lang LLC,"4121 Lang RD, Beaverton Township MI 48612",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8869878,-84.5301692,success,address,nominatim
GR-C-000497,Class C Grower – License,Helios-Lang LLC,"4121 Lang RD, Beaverton Township MI 48612",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8869878,-84.5301692,success,address,nominatim
GR-C-000481,Class C Grower – License,Skymint,"7065 North Kings HWY, Luther MI 49656",10/18/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.088871010621,-85.731255004989,success,address,arcgis
GR-C-000479,Class C Grower – License,Ottawa Innovations LLC,"3041 County Road FFG, Ishpeming MI 49849",04/13/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,46.463817191194906,-87.68920501919551,success,address,photon
GR-C-000443,Class C Grower – License,"Frankfort Green, LLC","116 Enterprise Dr, Reading MI 49274",04/07/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.8459059,-84.7470041,success,address,nominatim
GR-C-000465,Class C Grower – License,"Pharmaco, Inc.","19449 Glendale ST, Detroit MI 48223",02/21/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3815788,-83.2338177,success,address,nominatim
GR-C-000464,Class C Grower – License,"Pharmaco, Inc.","19449 Glendale ST, Detroit MI 48223",02/21/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3815788,-83.2338177,success,address,nominatim
GR-C-000457,Class C Grower – License,"Pharmaco, Inc.","19449 Glendale ST, Detroit MI 48223",02/21/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3815788,-83.2338177,success,address,nominatim
GR-C-000463,Class C Grower – License,"Pharmaco, Inc.","19449 Glendale ST, Detroit MI 48223",02/21/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3815788,-83.2338177,success,address,nominatim
GR-C-000480,Class C Grower – License,Fello Cannabis,"460 W Southeastern ST, Galien MI 49113",12/04/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.80110841694533,-86.4997240434185,success,address,photon
GR-C-000450,Class C Grower – License,"Botanical Biologics, LLC","1331 W State RD, Belding MI 48809",04/01/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.5566431,-83.24046985351086,success,address,photon
GR-C-000429,Class C Grower – License,Traverse City Cannabis Company,"924 Hastings ST, Traverse City MI 49686",03/25/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.749594,-85.592907,success,address,nominatim
GR-C-000369,Class C Grower – License,EPS I LLC,"2285 Manor RD, Au Gres MI 48703",03/02/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.0267593,-83.71492,success,address,nominatim
GR-C-000426,Class C Grower – License,Golden Harvests LLC,"333 Morton ST, Bay City MI 48706",12/21/2026,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,43.5763313,-83.90916,success,address,nominatim
GR-C-000329,Class C Grower – License,Terrapin MI,"2055 Oak Industrial NE DR, Grand Rapids MI 49505",03/25/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.97466582742816,-85.60556232410549,success,address,photon
GR-C-000432,Class C Grower – License,Terrapin Care Station,"2055 Oak Industrial DR NE, Grand Rapids MI 49505",03/09/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.9753345,-85.6173953,success,address,nominatim
GR-C-000430,Class C Grower – License,Terrapin Care Station,"2055 Oak Industrial DR NE, Grand Rapids MI 49505",03/09/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.9753345,-85.6173953,success,address,nominatim
GR-C-000431,Class C Grower – License,Terrapin Care Station,"2055 Oak Industrial DR NE, Grand Rapids MI 49505",03/09/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.9753345,-85.6173953,success,address,nominatim
GR-C-000472,Class C Grower – License,Rehbel Industries LLC,"1305 S Cedar ST, Lansing MI 48910",08/09/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.719229,-84.5454462,success,address,nominatim
GR-C-000459,Class C Grower – License,Pleasantrees Cannabis Company,"40800 Executive Dr, Harrison Twp MI 48045",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5964422,-82.8545453,success,address,nominatim
GR-C-000458,Class C Grower – License,Pleasantrees Cannabis Company,"40800 Executive Dr, Harrison Twp MI 48045",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5964422,-82.8545453,success,address,nominatim
GR-C-000462,Class C Grower – License,Pleasantrees Cannabis Company,"40800 Executive Dr, Harrison Twp MI 48045",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5964422,-82.8545453,success,address,nominatim
GR-C-000437,Class C Grower – License,,"10310 Harvest Park, Dimondale MI 48821",12/27/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.682566024681,-84.638733856677,success,address,arcgis
GR-C-000440,Class C Grower – License,Fluresh LLC,"1751 West Beecher Street, Adrian MI 49221",07/16/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000442,Class C Grower – License,Fluresh LLC,"1751 West Beecher Street, Adrian MI 49221",07/16/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000441,Class C Grower – License,Fluresh LLC,"1751 West Beecher Street, Adrian MI 49221",07/16/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000376,Class C Grower – License,"Pharmaco, Inc.","19449 Glendale ST, Detroit MI 48223",02/21/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3815788,-83.2338177,success,address,nominatim
GR-C-000077,Class C Grower – License,Comco Wellness,"12584 Wooden RD Bldg 2, Jonesville MI 49250",02/21/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.086433000903,-84.643043998928,success,address,arcgis
GR-C-000455,Class C Grower – License,Viola Detroit,"4473 W Jefferson AVE Suite C, Detroit MI 48209",10/29/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2808447,-83.12875965,success,address,photon
GR-C-000454,Class C Grower – License,Viola Detroit,"4473 W Jefferson AVE Suite C, Detroit MI 48209",10/29/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2808447,-83.12875965,success,address,photon
GR-C-000453,Class C Grower – License,Viola Detroit,"4473 W Jefferson AVE Suite C, Detroit MI 48209",10/29/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2808447,-83.12875965,success,address,photon
GR-C-000079,Class C Grower – License,Viola Detroit,"4473 W Jefferson AVE Suite C, Detroit MI 48209",10/29/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2808447,-83.12875965,success,address,photon
GR-C-000423,Class C Grower – License,Lemonati Family Farms,"826 East Kalamazoo ST, Lansing MI 48912",02/26/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.7298355,-84.5406413,success,address,nominatim
GR-C-000404,Class C Grower – License,Iliad Epic Grow,"921 Terminal RD, Lansing MI 48906",02/21/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.7656737,-84.5659326,success,address,nominatim
GR-C-000174,Class C Grower – License,ProGroCo,"2122 N Martin Luther King Jr BLVD, Lansing MI 48906",02/18/2026,Active,,Public documents available,,MED,Grower,C,MED - Class C Grower.csv,,42.7565116,-84.566517,success,address,nominatim
GR-C-000173,Class C Grower – License,ProGroCo,"2122 N Martin Luther King Jr BLVD, Lansing MI 48906",02/18/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.7565116,-84.566517,success,address,nominatim
GR-C-000382,Class C Grower – License,Big Rock Corp,"795 Eden WAY Suite A, Chesaning MI 48616",03/11/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.191150782253,-84.107118185659,success,address,arcgis
GR-C-000381,Class C Grower – License,Big Rock Corp,"795 Eden WAY Suite A, Chesaning MI 48616",03/11/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.191150782253,-84.107118185659,success,address,arcgis
GR-C-000380,Class C Grower – License,Big Rock Corp.,"795 Eden WAY Suite A, Chesaning MI 48616",02/05/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.191150782253,-84.107118185659,success,address,arcgis
GR-C-000379,Class C Grower – License,Six Labs,"795 Eden WAY Suite A, Chesaning MI 48616",02/05/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.191150782253,-84.107118185659,success,address,arcgis
GR-C-000237,Class C Grower – License,Plush Companies,"6755 E. Apple AVE, Muskegon MI 49442",02/07/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.2349131,-86.0783865,success,address,nominatim
GR-C-000351,Class C Grower – License,"Great Lakes Natural Remedies, Inc.","12747 Stout ST, Detroit MI 48223",02/21/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.3808779,-83.2409164,success,address,nominatim
GR-C-000031,Class C Grower – License,Common Citizen,"11300 17 Mile RD, Marshall MI 49068",02/04/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2367838,-84.9631708,success,address,nominatim
GR-C-000030,Class C Grower – License,Common Citizen,"11300 17 Mile RD, Marshall MI 49068",02/04/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2367838,-84.9631708,success,address,nominatim
GR-C-000029,Class C Grower – License,Common Citizen,"11300 17 Mile RD, Marshall MI 49068",02/04/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2367838,-84.9631708,success,address,nominatim
GR-C-000028,Class C Grower – License,Common Citizen,"11300 17 Mile RD, Marshall MI 49068",02/04/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2367838,-84.9631708,success,address,nominatim
GR-C-000384,Class C Grower – License,Fello Cannabis,"460 W Southeastern ST, Galien MI 49113",12/04/2024,Closed,,Public documents available,,MED,Grower,C,MED - Class C Grower.csv,,41.80110841694533,-86.4997240434185,success,address,photon
GR-C-000386,Class C Grower – License,Apothecare Ann Arbor,"655 Ballard RD, Jackson MI 49201",12/24/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2417205,-84.3138261,success,address,nominatim
GR-C-000370,Class C Grower – License,EPS I LLC,"2285 Manor RD, Au Gres MI 48703",03/02/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.0267593,-83.71492,success,address,nominatim
GR-C-000419,Class C Grower – License,Pleasantrees Cannabis Company,"40800 Executive Dr, Harrison Twp MI 48045",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5964422,-82.8545453,success,address,nominatim
GR-C-000417,Class C Grower – License,Pleasantrees Cannabis Company,"40800 Executive Dr, Harrison Twp MI 48045",09/25/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5964422,-82.8545453,success,address,nominatim
GR-C-000418,Class C Grower – License,Pleasantrees Cannabis Company,"40800 Executive Dr, Harrison Twp MI 48045",09/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5964422,-82.8545453,success,address,nominatim
GR-C-000396,Class C Grower – License,"Morenci Brothers Holding Group, LLC","520 Hammontree DR Suite A, Morenci MI 49256",09/09/2020,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.71549195411428,-84.20474026105326,success,address,photon
GR-C-000393,Class C Grower – License,Gage Cannabis Company,"41455 Production DR, Harrison Township MI 48045",07/30/2026,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5977913,-82.8537438,success,address,nominatim
GR-C-000131,Class C Grower – License,HG Lansing LLC,"1421 Rensen ST, Lansing MI 48910",04/25/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.6848848,-84.5340681,success,address,nominatim
GR-C-000301,Class C Grower – License,Rair Systems,"1225 S Dettman RD Unit A, Jackson MI 49203",10/08/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.24520017423915,-84.36493633537381,success,address,photon
GR-C-000300,Class C Grower – License,Rair Systems,"1225 S Dettman RD Unit A, Jackson MI 49203",10/08/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.24520017423915,-84.36493633537381,success,address,photon
GR-C-000400,Class C Grower – License,"Aunt Sparkie's, Inc","81 Enterprise DR, Vassar MI 48768",01/08/2024,Closed - Suspended,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.369363,-83.5628835,success,address,nominatim
GR-C-000294,Class C Grower – License,Glorious Cannabis Company,"2497 E Huron RD, Au Gres MI 48703",09/10/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0482673,-83.6953427,success,address,nominatim
GR-C-000367,Class C Grower – License,Glacier Cannabis,"20275 Bethel Church RD, Manchester MI 48158",01/07/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.180851700000005,-83.9320444182493,success,address,photon
GR-C-000387,Class C Grower – License,Fluresh LLC,"1751 West Beecher Street, Adrian MI 49221",07/16/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000388,Class C Grower – License,Fluresh LLC,"1751 West Beecher Street, Adrian MI 49221",07/16/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000392,Class C Grower – License,"New Genetics, LLC","10310 Harvest Park, Dimondale MI 48821",12/27/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.682566024681,-84.638733856677,success,address,arcgis
GR-C-000389,Class C Grower – License,ONE GARDEN,"23775 Hoover RD, Warren MI 48089",12/19/2025,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.4692259,-83.0060468,success,address,nominatim
GR-C-000390,Class C Grower – License,ONE GARDEN,"23775 Hoover RD, Warren MI 48089",12/19/2025,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.4692259,-83.0060468,success,address,nominatim
GR-C-000391,Class C Grower – License,ONE GARDEN,"23775 Hoover RD, Warren MI 48089",12/19/2025,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.4692259,-83.0060468,success,address,nominatim
GR-C-000072,Class C Grower – License,T-Rex 1 Corp,"3245 Card DR, Burton MI 48529",02/04/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.9697569,-83.6440921,success,address,nominatim
GR-C-000071,Class C Grower – License,UBaked,"3245 Card DR, Burton MI 48529",12/02/2025,Active - Late Renewal,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.9697569,-83.6440921,success,address,nominatim
GR-C-000357,Class C Grower – License,The Hempire Collective,"10147 N Loomis RD, Clare MI 48617",11/25/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8074109,-84.6667553,success,address,nominatim
GR-C-000215,Class C Grower – License,Cloud Cover,"1239 Tech DR, Webberville MI 48892",12/07/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.657325222463,-84.18887635888,success,address,arcgis
GR-C-000212,Class C Grower – License,Cloud Cover,"1239 Tech DR, Webberville MI 48892",12/07/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.657325222463,-84.18887635888,success,address,arcgis
GR-C-000210,Class C Grower – License,QPS Michigan Holdings LLC,"1239 Tech DR, Webberville MI 48892",11/19/2026,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.657325222463,-84.18887635888,success,address,arcgis
GR-C-000007,Class C Grower – License,Classic Roots Farm,"206 West Park DR, Kalkaska MI 49646",11/18/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.734167,-85.1682345,success,address,nominatim
GR-C-000116,Class C Grower – License,Pincanna,"419 E Pinconning RD, Pinconning MI 48650",11/15/2025,Active - Late Renewal,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8533601,-83.9589525,success,address,nominatim
GR-C-000115,Class C Grower – License,Pincanna,"419 E Pinconning RD, Pinconning MI 48650",11/15/2025,Active - Late Renewal,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8533601,-83.9589525,success,address,nominatim
GR-C-000117,Class C Grower – License,Pincanna,"419 E Pinconning RD, Pinconning MI 48650",11/15/2025,Active - Late Renewal,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8533601,-83.9589525,success,address,nominatim
GR-C-000015,Class C Grower – License,"TruGro, LLC","521 E Mosel AVE Suite B, Kalamazoo MI 49004",11/06/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.3185219,-85.5774018,success,address,photon
GR-C-000375,Class C Grower – License,"Redbud Roots Lab II, LLC","215 Post RD Suite B, Buchanan MI 49107",08/01/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.823949009098,-86.380734986803,success,address,arcgis
GR-C-000205,Class C Grower – License,TriMed Sustainable Solution LLC,"1840 Terminal RD Suite B, Niles MI 49120",10/02/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.852159980616,-86.22897300228,success,address,arcgis
GR-C-000299,Class C Grower – License,Rair Systems,"1225 S Dettman RD Unit A, Jackson MI 49203",10/08/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.24520017423915,-84.36493633537381,success,address,photon
GR-C-000298,Class C Grower – License,Rair Systems,"1225 S Dettman RD Unit A, Jackson MI 49203",10/08/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.24520017423915,-84.36493633537381,success,address,photon
GR-C-000297,Class C Grower – License,Rair Systems,"1225 S Dettman RD Unit A, Jackson MI 49203",10/08/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.24520017423915,-84.36493633537381,success,address,photon
GR-C-000296,Class C Grower – License,Rair Systems,"1225 S Dettman RD Unit A, Jackson MI 49203",10/08/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.24520017423915,-84.36493633537381,success,address,photon
GR-C-000355,Class C Grower – License,Trucenta LLC,"1770 E Columbia AVE, Battle Creek MI 49014",08/16/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.3054433,-85.1556655,success,address,nominatim
GR-C-000354,Class C Grower – License,Trucenta LLC,"1770 E Columbia AVE, Battle Creek MI 49014",08/16/2020,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3054433,-85.1556655,success,address,nominatim
GR-C-000353,Class C Grower – License,Trucenta LLC,"1770 E Columbia AVE, Battle Creek MI 49014",08/16/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3054433,-85.1556655,success,address,nominatim
GR-C-000349,Class C Grower – License,Helios-Lang LLC,"4121 Lang RD, Beaverton MI 48612",09/25/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8877122,-84.4902459,success,address,nominatim
GR-C-000333,Class C Grower – License,Helios-Lang LLC,"4121 Lang RD, Beaverton MI 48612",09/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8877122,-84.4902459,success,address,nominatim
GR-C-000090,Class C Grower – License,"Central Coast Horticultural, LLC","15297 Howard RD, Hanover MI 49241",09/20/2023,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.126553273819,-84.69660000163,success,address,arcgis
GR-C-000307,Class C Grower – License,"A2BG, LLC","520 Hammontree DR Suite B, Morenci MI 49256",06/28/2020,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.714234548488,-84.205547712839,success,address,arcgis
GR-C-000306,Class C Grower – License,"A2BG, LLC","520 Hammontree DR Suite B, Morenci MI 49256",06/28/2020,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.714234548488,-84.205547712839,success,address,arcgis
GR-C-000305,Class C Grower – License,A2BG LLC,"520 Hammontree DR Suite B, Morenci MI 49256",06/28/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.714234548488,-84.205547712839,success,address,arcgis
GR-C-000288,Class C Grower – License,Cloud Cannabis Company,"520 Hammontree DR Suite A, Morenci MI 49256",09/09/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.71549195411428,-84.20474026105326,success,address,photon
GR-C-000309,Class C Grower – License,Gage Cannabis Company,"23494 Amber AVE, Warren MI 48089",07/30/2026,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.4671122,-82.9971782,success,address,nominatim
GR-C-000100,Class C Grower – License,True North Collective MI,"2648 E South ST, Jackson MI 49201",08/23/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2188677,-84.3554167,success,address,nominatim
GR-C-000187,Class C Grower – License,UNLOC Gardens LLC,"25907 Trowbridge ST, Inkster MI 48141",08/08/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2940506,-83.2975208,success,address,nominatim
GR-C-000334,Class C Grower – License,High Level Health,"1227 W. Frances RD, Mt. Morris MI 48458",12/07/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.1341538,-83.7035111,success,address,nominatim
GR-C-000022,Class C Grower – License,"13775 Buena Vista, LLC","13775 Buena Vista ST, Detroit MI 48227",08/07/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3835336,-83.18001,success,address,nominatim
GR-C-000315,Class C Grower – License,"Driven Grow, LLC","10925 Bruun TRL, Frederic MI 49733",03/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.8411428,-84.7274139,success,address,nominatim
GR-C-000098,Class C Grower – License,"Redbud Roots Lab II, LLC","215 Post RD Suite B, Buchanan MI 49107",08/01/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.823949009098,-86.380734986803,success,address,arcgis
